,personId,season,gameId,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,firstName,lastName,birthdate,lastAttended,country,height,bodyWeight,guard,forward,center,draftYear,draftRound,draftNumber
10,406,2010-2011,37,19.83783783783784,9.216216216216216,0.7027027027027027,1.135135135135135,0.43243243243243246,5.4324324324324325,3.6216216216216215,0.6592432432432432,0.0,0.0,0.0,3.5405405405405403,1.972972972972973,0.49437837837837845,3.5135135135135136,1.2972972972972974,4.8108108108108105,3.2432432432432434,1.5135135135135136,5.216216216216216,Shaquille,O'Neal,1972-03-06,Louisiana State,USA,85.0,325.0,False,False,True,1992.0,1.0,1.0
11,436,2008-2009,41,11.024390243902438,4.219512195121951,0.6341463414634146,0.14634146341463414,0.17073170731707318,3.5853658536585367,1.829268292682927,0.40965853658536583,0.0,0.0,0.0,0.8292682926829268,0.5609756097560976,0.2089512195121951,1.1219512195121952,0.7317073170731707,1.853658536585366,1.7317073170731707,0.6341463414634146,-2.3902439024390243,Juwan,Howard,1973-02-07,Michigan,USA,81.0,250.0,False,True,False,1994.0,1.0,5.0
12,436,2009-2010,73,21.876712328767123,5.986301369863014,0.8356164383561644,0.136986301369863,0.3698630136986301,5.136986301369863,2.6164383561643834,0.4456438356164384,0.0136986301369863,0.0,0.0,0.958904109589041,0.7534246575342466,0.3162054794520548,3.1095890410958904,1.4794520547945205,4.589041095890411,2.6164383561643834,0.9863013698630136,-0.9726027397260274,Juwan,Howard,1973-02-07,Michigan,USA,81.0,250.0,False,True,False,1994.0,1.0,5.0
13,436,2010-2011,56,10.071428571428571,2.482142857142857,0.4107142857142857,0.07142857142857142,0.17857142857142858,2.232142857142857,0.9821428571428571,0.3254464285714286,0.0,0.0,0.0,0.625,0.5178571428571429,0.21428571428571427,1.5357142857142858,0.6428571428571429,2.1785714285714284,1.0892857142857142,0.44642857142857145,0.39285714285714285,Juwan,Howard,1973-02-07,Michigan,USA,81.0,250.0,False,True,False,1994.0,1.0,5.0
14,436,2011-2012,27,6.518518518518518,1.5555555555555556,0.37037037037037035,0.037037037037037035,0.14814814814814814,2.037037037037037,0.6296296296296297,0.21477777777777776,0.0,0.0,0.0,0.37037037037037035,0.2962962962962963,0.12344444444444445,1.0740740740740742,0.6666666666666666,1.7407407407407407,0.6296296296296297,0.7407407407407407,-1.7777777777777777,Juwan,Howard,1973-02-07,Michigan,USA,81.0,250.0,False,True,False,1994.0,1.0,5.0
15,436,2012-2013,7,7.0,3.0,0.8571428571428571,0.0,0.0,2.7142857142857144,1.4285714285714286,0.29942857142857143,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.1428571428571428,0.0,1.1428571428571428,1.2857142857142858,0.5714285714285714,-1.8571428571428572,Juwan,Howard,1973-02-07,Michigan,USA,81.0,250.0,False,True,False,1994.0,1.0,5.0
16,467,2008-2009,81,35.160493827160494,9.024691358024691,8.666666666666666,0.48148148148148145,1.9753086419753085,7.62962962962963,3.1728395061728394,0.40269135802469136,3.9876543209876543,1.617283950617284,0.4062345679012346,1.2962962962962963,1.0617283950617284,0.4130740740740741,5.1234567901234565,1.0493827160493827,6.172839506172839,2.074074074074074,2.2839506172839505,3.950617283950617,Jason,Kidd,1973-03-23,California,USA,76.0,210.0,True,False,False,1994.0,1.0,2.0
17,467,2009-2010,80,35.475,10.3,9.05,0.4375,1.8125,8.3875,3.55,0.42225,5.175,2.2,0.4380625,1.2375,1.0,0.365275,4.9625,0.6,5.5625,1.775,2.4375,3.4125,Jason,Kidd,1973-03-23,California,USA,76.0,210.0,True,False,False,1994.0,1.0,2.0
18,467,2010-2011,80,32.6375,7.875,8.1875,0.3625,1.675,7.45,2.6875,0.36135,4.8875,1.6625,0.3352125,0.9625,0.8375,0.3875,3.95,0.4375,4.3875,1.4875,2.2375,2.1375,Jason,Kidd,1973-03-23,California,USA,76.0,210.0,True,False,False,1994.0,1.0,2.0
19,467,2011-2012,48,28.25,6.229166666666667,5.5,0.20833333333333334,1.7083333333333333,5.6875,2.0625,0.3426666666666667,4.645833333333333,1.6458333333333333,0.3441666666666667,0.5833333333333334,0.4583333333333333,0.21875,3.8125,0.3125,4.125,1.7291666666666667,1.8958333333333333,1.375,Jason,Kidd,1973-03-23,California,USA,76.0,210.0,True,False,False,1994.0,1.0,2.0
20,467,2012-2013,76,26.38157894736842,6.026315789473684,3.276315789473684,0.32894736842105265,1.644736842105263,5.381578947368421,2.0,0.3670394736842105,4.276315789473684,1.5,0.34830263157894736,0.631578947368421,0.5263157894736842,0.2138157894736842,3.5921052631578947,0.6578947368421053,4.25,1.644736842105263,1.0,2.473684210526316,Jason,Kidd,1973-03-23,California,USA,76.0,210.0,True,False,False,1994.0,1.0,2.0
21,686,2008-2009,62,29.612903225806452,9.612903225806452,1.3387096774193548,0.8064516129032258,0.6612903225806451,8.46774193548387,4.32258064516129,0.51,0.0,0.0,0.0,1.3870967741935485,0.967741935483871,0.39920967741935487,6.806451612903226,2.9838709677419355,9.790322580645162,3.0806451612903225,0.8225806451612904,-1.1129032258064515,Antonio,McDyess,1974-09-07,Alabama,USA,81.0,245.0,False,True,True,1995.0,1.0,2.0
22,686,2009-2010,77,20.532467532467532,5.792207792207792,1.077922077922078,0.4155844155844156,0.5584415584415584,5.558441558441558,2.6623376623376624,0.4244285714285714,0.025974025974025976,0.0,0.0,0.7402597402597403,0.4675324675324675,0.19068831168831168,3.9740259740259742,1.9350649350649352,5.909090909090909,1.9090909090909092,1.025974025974026,2.8181818181818183,Antonio,McDyess,1974-09-07,Alabama,USA,81.0,245.0,False,True,True,1995.0,1.0,2.0
23,686,2010-2011,73,18.45205479452055,5.342465753424658,1.1506849315068493,0.5342465753424658,0.4931506849315068,4.712328767123288,2.315068493150685,0.47747945205479453,0.0136986301369863,0.0,0.0,1.0547945205479452,0.7123287671232876,0.2830958904109589,3.73972602739726,1.6712328767123288,5.410958904109589,2.232876712328767,0.9863013698630136,1.8356164383561644,Antonio,McDyess,1974-09-07,Alabama,USA,81.0,245.0,False,True,True,1995.0,1.0,2.0
24,689,2008-2009,46,12.08695652173913,1.934782608695652,0.1956521739130435,1.0217391304347827,0.3695652173913043,1.391304347826087,0.7391304347826086,0.3746304347826087,0.0,0.0,0.0,0.7608695652173914,0.45652173913043476,0.16304347826086957,1.7826086956521738,1.0,2.782608695652174,1.673913043478261,0.30434782608695654,-0.6956521739130435,Theo,Ratliff,1973-04-17,Wyoming,USA,82.0,235.0,False,False,True,1995.0,1.0,18.0
25,689,2009-2010,48,16.270833333333332,3.7083333333333335,0.5208333333333334,1.2708333333333333,0.25,3.1666666666666665,1.4583333333333333,0.36464583333333334,0.0,0.0,0.0,1.0416666666666667,0.7916666666666666,0.27952083333333333,2.0208333333333335,1.2291666666666667,3.25,1.8125,0.8333333333333334,-0.3541666666666667,Theo,Ratliff,1973-04-17,Wyoming,USA,82.0,235.0,False,False,True,1995.0,1.0,18.0
26,689,2010-2011,10,6.6,0.2,0.3,0.5,0.2,0.6,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.7,0.6,1.3,0.7,0.3,-2.7,Theo,Ratliff,1973-04-17,Wyoming,USA,82.0,235.0,False,False,True,1995.0,1.0,18.0
27,693,2008-2009,57,18.82456140350877,6.56140350877193,0.7192982456140351,0.7017543859649122,0.2982456140350877,5.842105263157895,2.736842105263158,0.46243859649122804,0.12280701754385964,0.05263157894736842,0.05263157894736842,1.4385964912280702,1.0350877192982457,0.381,3.0526315789473686,1.5614035087719298,4.614035087719298,2.1403508771929824,0.43859649122807015,-0.543859649122807,Joe,Smith,1975-07-26,Maryland,USA,82.0,225.0,False,True,True,1995.0,1.0,1.0
28,693,2009-2010,64,8.765625,3.03125,0.328125,0.296875,0.09375,3.015625,1.203125,0.3550625,0.109375,0.015625,0.0078125,0.75,0.609375,0.26953125,1.421875,1.03125,2.453125,1.484375,0.34375,-0.265625,Joe,Smith,1975-07-26,Maryland,USA,82.0,225.0,False,True,True,1995.0,1.0,1.0
29,693,2010-2011,14,4.357142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0,1.0714285714285714,0.21428571428571427,0.119,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.07142857142857142,1.2857142857142858,0.21428571428571427,1.5,0.9285714285714286,0.35714285714285715,-0.35714285714285715,Joe,Smith,1975-07-26,Maryland,USA,82.0,225.0,False,True,True,1995.0,1.0,1.0
30,699,2008-2009,56,14.875,3.7142857142857144,1.3928571428571428,0.05357142857142857,0.42857142857142855,3.0714285714285716,1.25,0.4116071428571429,2.3392857142857144,0.875,0.3484642857142857,0.35714285714285715,0.3392857142857143,0.20535714285714285,1.375,0.30357142857142855,1.6785714285714286,0.8035714285714286,0.8571428571428571,0.30357142857142855,Brent,Barry,1971-12-31,Oregon State,USA,79.0,210.0,True,False,False,1995.0,1.0,15.0
31,703,2008-2009,79,17.341772151898734,4.341772151898734,0.8354430379746836,0.7341772151898734,0.43037974683544306,3.848101265822785,1.9367088607594938,0.4683797468354431,0.02531645569620253,0.0,0.0,0.569620253164557,0.46835443037974683,0.21835443037974683,3.430379746835443,1.6962025316455696,5.1265822784810124,2.151898734177215,0.5316455696202531,1.4177215189873418,Kurt,Thomas,1972-10-04,TCU,USA,81.0,240.0,False,True,False,1995.0,1.0,10.0
32,703,2009-2010,70,14.514285714285714,3.0,0.6714285714285714,0.6571428571428571,0.37142857142857144,2.9714285714285715,1.4142857142857144,0.3714428571428572,0.0,0.0,0.0,0.21428571428571427,0.17142857142857143,0.07857142857142857,2.9571428571428573,1.2,4.1571428571428575,2.2714285714285714,0.6857142857142857,-1.1142857142857143,Kurt,Thomas,1972-10-04,TCU,USA,81.0,240.0,False,True,False,1995.0,1.0,10.0
33,703,2010-2011,52,22.03846153846154,4.0576923076923075,1.1538461538461537,0.8076923076923077,0.6153846153846154,3.576923076923077,1.8269230769230769,0.4563269230769231,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.6153846153846154,0.38461538461538464,0.17628846153846153,4.346153846153846,1.4423076923076923,5.788461538461538,3.1538461538461537,0.8076923076923077,3.0384615384615383,Kurt,Thomas,1972-10-04,TCU,USA,81.0,240.0,False,True,False,1995.0,1.0,10.0
34,703,2011-2012,52,14.98076923076923,3.076923076923077,0.8846153846153846,0.5961538461538461,0.46153846153846156,3.019230769230769,1.4038461538461537,0.4409230769230769,0.0,0.0,0.0,0.38461538461538464,0.2692307692307692,0.125,2.8653846153846154,0.75,3.6153846153846154,2.3653846153846154,0.5961538461538461,0.3076923076923077,Kurt,Thomas,1972-10-04,TCU,USA,81.0,240.0,False,True,False,1995.0,1.0,10.0
35,703,2012-2013,38,9.842105263157896,2.5526315789473686,0.5526315789473685,0.42105263157894735,0.2631578947368421,2.1842105263157894,1.1842105263157894,0.4306842105263158,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.34210526315789475,0.15789473684210525,0.07894736842105263,1.7105263157894737,0.631578947368421,2.3421052631578947,1.368421052631579,0.21052631578947367,-0.5263157894736842,Kurt,Thomas,1972-10-04,TCU,USA,81.0,240.0,False,True,False,1995.0,1.0,10.0
36,708,2008-2009,57,30.614035087719298,15.771929824561404,2.526315789473684,1.1929824561403508,1.105263157894737,12.982456140350877,6.894736842105263,0.5458245614035088,0.14035087719298245,0.03508771929824561,0.03508771929824561,2.3157894736842106,1.9473684210526316,0.6400526315789473,7.140350877192983,1.368421052631579,8.508771929824562,2.245614035087719,1.5789473684210527,8.31578947368421,Kevin,Garnett,1976-05-19,Farragut Academy HS (IL),USA,83.0,240.0,False,True,False,1995.0,1.0,5.0
37,708,2009-2010,69,29.333333333333332,14.347826086956522,2.681159420289855,0.8260869565217391,0.9855072463768116,11.18840579710145,5.826086956521739,0.5277826086956522,0.07246376811594203,0.014492753623188406,0.014492753623188406,3.2028985507246377,2.681159420289855,0.6682898550724637,6.202898550724638,1.1304347826086956,7.333333333333333,2.463768115942029,1.463768115942029,4.492753623188406,Kevin,Garnett,1976-05-19,Farragut Academy HS (IL),USA,83.0,240.0,False,True,False,1995.0,1.0,5.0
38,708,2010-2011,71,30.830985915492956,14.873239436619718,2.408450704225352,0.8028169014084507,1.3380281690140845,11.577464788732394,6.112676056338028,0.5286338028169014,0.07042253521126761,0.014084507042253521,0.014084507042253521,3.056338028169014,2.6338028169014085,0.693774647887324,7.71830985915493,1.1690140845070423,8.887323943661972,2.084507042253521,1.619718309859155,7.76056338028169,Kevin,Garnett,1976-05-19,Farragut Academy HS (IL),USA,83.0,240.0,False,True,False,1995.0,1.0,5.0
39,708,2011-2012,60,30.533333333333335,15.783333333333333,2.9166666666666665,1.0166666666666666,0.9333333333333333,12.95,6.516666666666667,0.5213666666666666,0.15,0.05,0.05,3.15,2.7,0.6226833333333333,7.133333333333334,1.1,8.233333333333333,2.35,1.7833333333333334,4.483333333333333,Kevin,Garnett,1976-05-19,Farragut Academy HS (IL),USA,83.0,240.0,False,True,False,1995.0,1.0,5.0
40,708,2012-2013,68,29.235294117647058,14.764705882352942,2.338235294117647,0.9117647058823529,1.1470588235294117,12.5,6.205882352941177,0.5094411764705883,0.23529411764705882,0.029411764705882353,0.022058823529411766,2.9558823529411766,2.323529411764706,0.6368676470588236,6.6911764705882355,1.1029411764705883,7.794117647058823,2.264705882352941,1.6176470588235294,1.6323529411764706,Kevin,Garnett,1976-05-19,Farragut Academy HS (IL),USA,83.0,240.0,False,True,False,1995.0,1.0,5.0
41,708,2013-2014,54,20.0,6.518518518518518,1.5185185185185186,0.7407407407407407,0.7962962962962963,6.592592592592593,2.9074074074074074,0.47248148148148145,0.05555555555555555,0.0,0.0,0.8703703703703703,0.7037037037037037,0.2925925925925926,5.518518518518518,1.1111111111111112,6.62962962962963,2.2777777777777777,1.2777777777777777,-0.5,Kevin,Garnett,1976-05-19,Farragut Academy HS (IL),USA,83.0,240.0,False,True,False,1995.0,1.0,5.0
42,708,2014-2015,47,19.851063829787233,6.872340425531915,1.6382978723404256,0.3617021276595745,0.9787234042553191,6.51063829787234,3.0425531914893615,0.48017021276595745,0.14893617021276595,0.02127659574468085,0.02127659574468085,0.9574468085106383,0.7659574468085106,0.34397872340425534,5.595744680851064,1.0212765957446808,6.617021276595745,2.3191489361702127,0.9787234042553191,-0.5106382978723404,Kevin,Garnett,1976-05-19,Farragut Academy HS (IL),USA,83.0,240.0,False,True,False,1995.0,1.0,5.0
43,708,2015-2016,38,14.052631578947368,3.210526315789474,1.631578947368421,0.2631578947368421,0.7368421052631579,3.026315789473684,1.4210526315789473,0.4337105263157895,0.02631578947368421,0.0,0.0,0.5526315789473685,0.3684210526315789,0.19736842105263158,3.5526315789473686,0.39473684210526316,3.9473684210526314,1.8421052631578947,0.42105263157894735,1.4736842105263157,Kevin,Garnett,1976-05-19,Farragut Academy HS (IL),USA,83.0,240.0,False,True,False,1995.0,1.0,5.0
44,711,2008-2009,10,15.7,4.2,1.2,0.1,0.4,6.0,1.6,0.2065,1.9,0.3,0.06,0.7,0.7,0.3,1.2,0.5,1.7,0.6,0.9,-7.6,Jerry,Stackhouse,1974-11-05,North Carolina,USA,78.0,218.0,False,True,False,1995.0,1.0,3.0
45,711,2009-2010,42,19.833333333333332,8.523809523809524,1.6666666666666667,0.21428571428571427,0.5,7.523809523809524,3.0714285714285716,0.37361904761904763,3.0952380952380953,1.0714285714285714,0.31516666666666665,1.6428571428571428,1.3095238095238095,0.4079285714285714,1.9285714285714286,0.4523809523809524,2.380952380952381,1.3333333333333333,1.5714285714285714,1.1904761904761905,Jerry,Stackhouse,1974-11-05,North Carolina,USA,78.0,218.0,False,True,False,1995.0,1.0,3.0
46,711,2010-2011,7,6.714285714285714,1.7142857142857142,0.42857142857142855,0.2857142857142857,0.0,1.7142857142857142,0.42857142857142855,0.119,0.5714285714285714,0.14285714285714285,0.07142857142857142,1.0,0.7142857142857143,0.35714285714285715,0.8571428571428571,0.14285714285714285,1.0,0.42857142857142855,0.2857142857142857,-0.5714285714285714,Jerry,Stackhouse,1974-11-05,North Carolina,USA,78.0,218.0,False,True,False,1995.0,1.0,3.0
47,711,2011-2012,30,8.6,3.6,0.4666666666666667,0.1,0.3333333333333333,3.3333333333333335,1.2333333333333334,0.2755,1.2666666666666666,0.43333333333333335,0.22223333333333334,0.7666666666666667,0.7,0.24443333333333334,0.5666666666666667,0.2,0.7666666666666667,0.4,0.43333333333333335,-0.13333333333333333,Jerry,Stackhouse,1974-11-05,North Carolina,USA,78.0,218.0,False,True,False,1995.0,1.0,3.0
48,711,2012-2013,37,14.18918918918919,4.918918918918919,0.9459459459459459,0.10810810810810811,0.1891891891891892,4.648648648648648,1.7837837837837838,0.32694594594594595,2.4054054054054053,0.8108108108108109,0.2494054054054054,0.6216216216216216,0.5405405405405406,0.22972972972972974,0.7567567567567568,0.13513513513513514,0.8918918918918919,0.8378378378378378,0.6486486486486487,0.7297297297297297,Jerry,Stackhouse,1974-11-05,North Carolina,USA,78.0,218.0,False,True,False,1995.0,1.0,3.0
49,714,2008-2009,81,28.382716049382715,9.679012345679013,1.4074074074074074,0.20987654320987653,0.4567901234567901,8.506172839506172,3.7160493827160495,0.4159382716049383,3.9382716049382718,1.617283950617284,0.37449382716049384,0.7654320987654321,0.6296296296296297,0.28044444444444444,3.0123456790123457,0.32098765432098764,3.3333333333333335,1.0123456790123457,0.7530864197530864,2.1358024691358026,Michael,Finley,1973-03-06,Wisconsin,USA,79.0,225.0,True,True,False,1995.0,1.0,21.0
50,714,2009-2010,46,14.934782608695652,4.391304347826087,0.9347826086956522,0.13043478260869565,0.21739130434782608,4.0,1.7608695652173914,0.4178695652173913,1.7826086956521738,0.6956521739130435,0.26232608695652176,0.32608695652173914,0.17391304347826086,0.10869565217391304,1.4130434782608696,0.13043478260869565,1.5434782608695652,0.717391304347826,0.45652173913043476,0.17391304347826086,Michael,Finley,1973-03-06,Wisconsin,USA,79.0,225.0,True,True,False,1995.0,1.0,21.0
51,739,2008-2009,66,31.651515151515152,12.045454545454545,1.378787878787879,1.303030303030303,0.9393939393939394,10.909090909090908,4.575757575757576,0.4233787878787879,4.833333333333333,1.7121212121212122,0.33866666666666667,1.5303030303030303,1.1818181818181819,0.4621212121212121,6.575757575757576,0.8484848484848485,7.424242424242424,2.984848484848485,0.8939393939393939,1.2575757575757576,Rasheed,Wallace,1974-09-17,North Carolina,USA,83.0,230.0,False,True,True,1995.0,1.0,4.0
52,739,2009-2010,79,22.0,8.987341772151899,1.0126582278481013,0.8860759493670886,1.0126582278481013,8.227848101265822,3.367088607594937,0.4098860759493671,3.670886075949367,1.0379746835443038,0.24941772151898736,1.5822784810126582,1.2151898734177216,0.417506329113924,3.5822784810126582,0.5316455696202531,4.113924050632911,2.810126582278481,0.7974683544303798,0.6835443037974683,Rasheed,Wallace,1974-09-17,North Carolina,USA,83.0,230.0,False,True,True,1995.0,1.0,4.0
53,739,2012-2013,21,13.619047619047619,6.9523809523809526,0.2857142857142857,0.7142857142857143,0.6190476190476191,6.761904761904762,2.619047619047619,0.4033809523809524,3.2857142857142856,1.0476190476190477,0.30452380952380953,0.9523809523809523,0.6666666666666666,0.26985714285714285,3.4285714285714284,0.5238095238095238,3.9523809523809526,1.9047619047619047,0.47619047619047616,0.2857142857142857,Rasheed,Wallace,1974-09-17,North Carolina,USA,83.0,230.0,False,True,True,1995.0,1.0,4.0
54,923,2008-2009,25,7.04,3.76,0.6,0.2,0.16,2.92,1.32,0.33055999999999996,2.2,1.0,0.30396,0.24,0.12,0.06,1.36,0.24,1.6,0.96,0.24,1.64,Donyell,Marshall,1973-05-18,Connecticut,USA,81.0,245.0,False,True,False,1994.0,1.0,4.0
55,947,2008-2009,57,36.26315789473684,17.45614035087719,4.964912280701754,0.10526315789473684,1.543859649122807,14.631578947368421,6.105263157894737,0.4056140350877193,1.736842105263158,0.49122807017543857,0.13194736842105262,6.087719298245614,4.754385964912281,0.7541403508771929,2.508771929824561,0.5263157894736842,3.0350877192982457,1.5087719298245614,2.56140350877193,-0.8070175438596491,Allen,Iverson,1975-06-07,Georgetown,USA,72.0,165.0,True,False,False,1996.0,1.0,1.0
56,947,2009-2010,28,30.392857142857142,13.75,4.035714285714286,0.07142857142857142,0.6785714285714286,11.285714285714286,4.857142857142857,0.41460714285714284,0.8928571428571429,0.32142857142857145,0.21428571428571427,4.678571428571429,3.7142857142857144,0.6906428571428572,2.25,0.5714285714285714,2.8214285714285716,1.7142857142857142,2.2857142857142856,-1.5,Allen,Iverson,1975-06-07,Georgetown,USA,72.0,165.0,True,False,False,1996.0,1.0,1.0
57,948,2008-2009,62,30.56451612903226,10.338709677419354,2.0483870967741935,2.129032258064516,0.8225806451612904,8.0,4.096774193548387,0.4887741935483871,0.06451612903225806,0.016129032258064516,0.016129032258064516,2.935483870967742,2.129032258064516,0.5689032258064516,8.53225806451613,2.596774193548387,11.129032258064516,2.0806451612903225,1.5,-3.306451612903226,Marcus,Camby,1974-03-22,Massachusetts,USA,83.0,240.0,False,True,True,1996.0,1.0,2.0
58,948,2009-2010,74,30.81081081081081,7.513513513513513,2.5135135135135136,1.972972972972973,1.2837837837837838,6.77027027027027,3.2162162162162162,0.4337027027027027,0.0945945945945946,0.02702702702702703,0.02702702702702703,1.6486486486486487,1.054054054054054,0.3635135135135135,8.405405405405405,3.364864864864865,11.77027027027027,2.175675675675676,1.2297297297297298,1.3783783783783783,Marcus,Camby,1974-03-22,Massachusetts,USA,83.0,240.0,False,True,True,1996.0,1.0,2.0
59,948,2010-2011,59,25.593220338983052,4.694915254237288,2.0508474576271185,1.5593220338983051,0.6779661016949152,4.983050847457627,1.9830508474576272,0.343542372881356,0.01694915254237288,0.0,0.0,1.1864406779661016,0.7288135593220338,0.30649152542372876,7.186440677966102,3.0847457627118646,10.271186440677965,2.3728813559322033,1.0508474576271187,0.4915254237288136,Marcus,Camby,1974-03-22,Massachusetts,USA,83.0,240.0,False,True,True,1996.0,1.0,2.0
60,948,2011-2012,59,22.389830508474578,4.864406779661017,1.8135593220338984,1.4406779661016949,0.847457627118644,4.864406779661017,2.169491525423729,0.39396610169491525,0.0847457627118644,0.03389830508474576,0.03389830508474576,1.0847457627118644,0.4915254237288136,0.19632203389830508,6.322033898305085,2.6610169491525424,8.983050847457626,2.135593220338983,0.9661016949152542,0.5932203389830508,Marcus,Camby,1974-03-22,Massachusetts,USA,83.0,240.0,False,True,True,1996.0,1.0,2.0
